gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,MonthlyCharges,TotalCharges,Churn,totalcharges
Female,0,Yes,Yes,38,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.45,781.25,No,781.25
Male,0,No,No,44,Yes,Yes,Yes,Yes,No,Yes,Yes,One year,106.05,4510.8,No,4510.8
Male,0,Yes,Yes,47,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,113.45,5317.8,No,5317.8
Male,0,Yes,Yes,53,Yes,No,Yes,No,Yes,Yes,No,Month-to-month,92.55,4779.45,No,4779.45
Male,0,Yes,No,4,Yes,No,No,Yes,No,Yes,No,Month-to-month,65.6,250.1,No,250.1
Male,1,No,No,20,Yes,No,No,No,No,Yes,No,Month-to-month,84.35,1745.2,No,1745.2
Male,0,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,44.65,74.9,Yes,74.9
Male,1,Yes,No,57,Yes,No,Yes,Yes,No,Yes,No,One year,71.1,4140.1,No,4140.1
Female,1,Yes,No,44,Yes,Yes,Yes,No,Yes,No,No,Month-to-month,85.15,3670.5,No,3670.5
Male,0,No,No,24,Yes,No,No,Yes,No,No,No,Month-to-month,49.7,1167.8,No,1167.8
Male,0,Yes,Yes,15,No,Yes,No,No,No,No,No,Month-to-month,30.2,469.65,No,469.65
Female,0,No,No,3,No,No,No,No,No,No,No,Month-to-month,25.25,58.9,Yes,58.9
Female,0,No,Yes,4,Yes,No,Yes,Yes,No,No,No,Month-to-month,84.05,333.55,Yes,333.55
Male,1,Yes,No,37,Yes,No,No,No,No,Yes,No,Month-to-month,85.7,3171.15,Yes,3171.15
Female,0,No,No,1,Yes,No,Yes,No,No,No,No,Month-to-month,74.7,74.7,Yes,74.7
Female,0,No,No,24,Yes,Yes,No,No,Yes,No,No,Month-to-month,56.35,1381.2,No,1381.2
Female,0,No,No,5,Yes,No,Yes,No,No,Yes,No,Month-to-month,90.8,455.5,Yes,455.5
Female,0,No,No,33,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,107.55,3645.5,No,3645.5
Female,0,Yes,Yes,58,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.85,1158.85,No,1158.85
Female,0,Yes,Yes,72,Yes,Yes,Yes,No,No,Yes,No,Two year,95.9,6954.15,No,6954.15
Female,0,Yes,No,71,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,23.85,1672.1,No,1672.1
Female,1,No,No,28,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,106.15,3152.5,Yes,3152.5
Male,0,Yes,No,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,83.85,4307.1,No,4307.1
Female,0,No,No,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,85.35,2530.4,Yes,2530.4
Male,1,Yes,No,72,Yes,Yes,Yes,No,Yes,No,No,Two year,84.8,6141.65,No,6141.65
Male,1,No,No,36,Yes,Yes,No,No,No,Yes,No,Month-to-month,90.85,3186.7,Yes,3186.7
Male,0,No,Yes,14,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,76.1,1054.8,No,1054.8
Female,0,Yes,Yes,72,Yes,Yes,Yes,No,Yes,Yes,No,Two year,74.55,5430.65,No,5430.65
Female,0,Yes,Yes,22,No,No,Yes,No,No,Yes,No,Month-to-month,39.2,849.9,No,849.9
Female,0,No,No,2,Yes,No,Yes,No,No,No,No,Month-to-month,79.55,151.75,No,151.75
Female,0,No,No,15,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.6,299.4,No,299.4
Male,0,Yes,Yes,51,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.55,1086.75,No,1086.75
Male,0,Yes,No,70,No,Yes,No,Yes,Yes,No,No,Two year,39.15,2692.75,No,2692.75
Female,0,Yes,Yes,71,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.1,1389.6,No,1389.6
Female,0,Yes,Yes,39,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,99.95,3767.4,No,3767.4
Female,0,Yes,Yes,61,Yes,Yes,Yes,No,No,No,No,Month-to-month,59.8,3641.5,No,3641.5
Female,0,No,No,52,Yes,Yes,No,No,No,No,No,Month-to-month,49.75,2535.55,No,2535.55
Female,0,No,No,1,No,No,No,No,No,Yes,No,Month-to-month,35.75,35.75,Yes,35.75
Male,0,Yes,No,64,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,108.5,6880.85,No,6880.85
Male,0,Yes,No,62,Yes,No,Yes,Yes,Yes,No,No,Two year,60.15,3753.2,No,3753.2
Male,0,Yes,No,30,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.05,637.55,No,637.55
Female,1,Yes,Yes,4,Yes,No,No,No,No,No,No,Month-to-month,46.0,181.6,Yes,181.6
Male,1,Yes,No,63,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,84.0,5329.55,No,5329.55
Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,44.55,44.55,No,44.55
Male,0,Yes,No,15,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,103.45,1539.8,No,1539.8
Male,0,Yes,Yes,27,Yes,Yes,Yes,No,No,No,No,One year,80.65,2209.75,No,2209.75
Female,0,No,Yes,4,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,57.2,223.75,No,223.75
Female,0,Yes,No,72,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,110.75,7751.7,No,7751.7
Male,1,Yes,No,45,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,24.7,1174.35,No,1174.35
Female,1,No,No,45,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-month,97.05,4385.05,No,4385.05
Female,0,No,No,36,Yes,Yes,Yes,Yes,Yes,Yes,No,One year,76.35,2606.35,No,2606.35
Male,0,Yes,Yes,17,Yes,Yes,No,Yes,No,Yes,No,Month-to-month,89.4,1539.45,Yes,1539.45
Male,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,18.9,18.9,No,18.9
Male,1,No,No,16,Yes,No,No,No,No,No,No,Month-to-month,74.45,1261.35,No,1261.35
Male,0,No,No,3,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.8,58.15,Yes,58.15
Male,0,Yes,Yes,4,Yes,No,No,No,No,No,No,Month-to-month,50.9,225.6,Yes,225.6
Female,0,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,84.4,5969.3,No,5969.3
Male,0,Yes,Yes,10,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,24.4,253.9,No,253.9
Male,0,Yes,Yes,20,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.05,400,No,400.0
Male,0,No,No,4,Yes,No,No,No,No,Yes,No,Month-to-month,81.0,340.85,Yes,340.85
Male,0,No,No,26,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,98.35,2515.3,Yes,2515.3
Female,0,No,No,4,Yes,No,No,No,No,Yes,No,Month-to-month,55.5,227.35,No,227.35
Male,0,No,No,5,No,No,Yes,No,No,Yes,Yes,Month-to-month,51.0,305.95,Yes,305.95
Female,0,Yes,No,4,Yes,No,Yes,No,No,Yes,No,Month-to-month,91.65,365.4,Yes,365.4
Male,1,Yes,No,29,Yes,No,No,No,No,No,Yes,Month-to-month,84.3,2357.75,No,2357.75
Male,0,No,No,2,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-month,100.2,198.5,No,198.5
Female,0,No,No,29,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.4,554.25,No,554.25
Male,0,No,Yes,1,Yes,No,No,No,No,Yes,Yes,Month-to-month,90.85,90.85,Yes,90.85
Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,69.4,69.4,Yes,69.4
Female,1,No,No,8,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,94.45,742.95,Yes,742.95
Male,0,No,No,13,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.4,251.65,No,251.65
Female,0,Yes,No,59,Yes,Yes,Yes,No,No,Yes,No,Month-to-month,94.75,5597.65,No,5597.65
Female,0,Yes,Yes,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.15,20.15,Yes,20.15
Male,1,No,No,50,Yes,No,No,No,No,Yes,Yes,Month-to-month,95.7,4816.7,Yes,4816.7
Male,0,Yes,No,18,Yes,No,No,No,No,No,No,Month-to-month,44.35,768.05,No,768.05
Female,0,Yes,Yes,17,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-month,74.55,1215.8,No,1215.8
Male,0,Yes,No,47,Yes,No,Yes,Yes,No,Yes,Yes,Two year,73.6,3522.65,No,3522.65
Female,0,No,No,26,Yes,No,No,No,No,No,No,Month-to-month,74.95,1834.95,Yes,1834.95
Female,0,No,No,6,No,No,No,Yes,No,Yes,Yes,Month-to-month,47.95,305.1,Yes,305.1
Male,0,Yes,Yes,19,Yes,No,No,No,No,No,No,Month-to-month,50.1,910.45,No,910.45
Female,0,No,No,3,Yes,No,No,No,Yes,Yes,No,Month-to-month,63.6,155.65,Yes,155.65
Female,1,Yes,Yes,68,No,No,Yes,Yes,No,Yes,Yes,Two year,53.0,3656.25,No,3656.25
Female,0,Yes,No,2,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.85,52,No,52.0
Male,0,No,No,7,No,No,No,No,No,No,No,One year,24.35,150.85,No,150.85
Female,0,No,No,18,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.55,389.25,No,389.25
Female,0,Yes,No,71,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.05,1873.7,No,1873.7
Male,1,Yes,No,13,Yes,Yes,Yes,No,No,No,Yes,Month-to-month,93.8,1261,No,1261.0
Male,0,No,No,3,No,No,Yes,No,Yes,No,No,Month-to-month,36.85,108.7,Yes,108.7
Male,0,Yes,No,72,Yes,No,Yes,Yes,No,Yes,Yes,Two year,103.75,7346.2,No,7346.2
Male,0,Yes,Yes,66,No,No,Yes,Yes,No,Yes,Yes,Two year,56.75,3708.4,No,3708.4
Male,0,Yes,Yes,24,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.8,469.65,No,469.65
Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,44.1,44.1,Yes,44.1
Female,0,Yes,Yes,56,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.45,1385.85,No,1385.85
Female,1,Yes,No,22,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,25.6,548.8,No,548.8
Male,0,No,No,14,No,No,No,Yes,No,Yes,Yes,Month-to-month,50.75,712.75,Yes,712.75
Female,1,Yes,No,61,Yes,No,Yes,Yes,No,Yes,Yes,One year,104.4,6405,Yes,6405.0
Female,1,Yes,No,40,No,No,Yes,No,No,Yes,No,Month-to-month,39.3,1637.4,Yes,1637.4
Female,0,No,No,42,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,59.65,2536.55,No,2536.55
Female,0,Yes,Yes,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,83.3,6042.7,No,6042.7
Female,0,No,No,12,Yes,No,No,No,Yes,No,No,Month-to-month,79.55,958.25,No,958.25
Male,0,Yes,No,71,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.45,1730.65,No,1730.65
Female,0,Yes,No,26,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.2,459.6,No,459.6
Female,0,No,Yes,7,No,Yes,No,No,No,No,No,Month-to-month,29.8,201.95,No,201.95
Female,0,Yes,Yes,6,Yes,No,No,No,No,No,No,Month-to-month,45.5,285.2,No,285.2
Female,0,No,No,58,Yes,Yes,Yes,Yes,No,Yes,Yes,One year,106.45,6145.85,Yes,6145.85
Male,0,Yes,No,51,No,No,Yes,No,No,No,No,Month-to-month,30.05,1529.45,No,1529.45
Male,0,Yes,Yes,72,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,65.65,4664.5,No,4664.5
Female,0,No,No,18,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,96.05,1740.7,Yes,1740.7
Female,0,No,No,7,Yes,No,No,No,No,No,No,Month-to-month,75.1,552.95,Yes,552.95
Female,0,No,No,47,Yes,Yes,Yes,No,Yes,No,Yes,Two year,74.05,3496.3,No,3496.3
Male,1,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,44.7,93.7,Yes,93.7
Male,1,No,No,62,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,110.75,7053.35,No,7053.35
Female,0,Yes,Yes,16,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.7,301.55,No,301.55
Male,0,No,No,6,Yes,No,No,No,Yes,No,No,Month-to-month,49.5,312.7,No,312.7
Male,0,No,No,19,Yes,No,No,Yes,Yes,No,No,Month-to-month,55.0,1046.5,Yes,1046.5
Female,0,Yes,Yes,69,No,Yes,No,Yes,No,No,Yes,Two year,43.95,2960.1,No,2960.1
Male,0,Yes,Yes,11,Yes,No,No,No,No,No,No,Month-to-month,74.35,834.2,Yes,834.2
Female,0,Yes,No,64,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,111.15,6953.4,No,6953.4
Female,0,Yes,No,39,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,104.7,4134.85,Yes,4134.85
Female,0,No,No,15,Yes,Yes,No,No,No,No,No,Month-to-month,55.7,899.8,Yes,899.8
Male,0,No,No,25,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.6,541.5,No,541.5
Female,0,No,No,6,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.65,116.85,No,116.85
Male,0,Yes,No,66,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,115.8,7942.15,No,7942.15
Female,0,No,No,61,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,88.65,5321.25,No,5321.25
Female,1,Yes,No,43,Yes,Yes,Yes,No,No,Yes,No,Month-to-month,94.5,4156.8,No,4156.8
Female,0,No,No,12,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.1,223.6,No,223.6
Male,1,No,No,23,No,No,No,No,No,No,Yes,Month-to-month,34.65,768.45,No,768.45
Male,1,Yes,No,71,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,52.3,3765.05,No,3765.05
Female,0,No,No,34,Yes,No,No,No,Yes,Yes,No,Month-to-month,65.0,2157.5,No,2157.5
Female,0,No,No,5,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.85,108.05,Yes,108.05
Female,0,Yes,No,41,No,No,Yes,No,Yes,No,No,One year,35.45,1391.65,No,1391.65
Female,0,Yes,Yes,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.7,1379.8,No,1379.8
Male,1,No,No,14,Yes,No,No,No,No,Yes,Yes,Month-to-month,95.6,1273.3,No,1273.3
Female,0,No,No,41,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.85,810.45,No,810.45
Female,0,Yes,Yes,23,Yes,Yes,No,No,No,No,No,One year,81.85,1810.85,No,1810.85
Male,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,109.3,7782.85,No,7782.85
Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,70.3,70.3,Yes,70.3
Male,0,Yes,No,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.4,1797.1,No,1797.1
Male,0,Yes,Yes,6,Yes,No,No,No,No,No,No,Month-to-month,69.8,377.85,No,377.85
Male,0,Yes,Yes,23,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.0,445.3,No,445.3
Male,1,Yes,No,10,Yes,No,No,No,No,No,Yes,Month-to-month,85.55,851.75,Yes,851.75
Female,0,No,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,109.9,7624.2,No,7624.2
Female,0,Yes,No,7,Yes,Yes,No,No,No,No,No,Month-to-month,50.3,355.1,No,355.1
Male,0,No,Yes,6,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,94.5,575.45,Yes,575.45
Male,0,Yes,Yes,9,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-month,101.5,906.85,No,906.85
Female,0,No,No,12,Yes,No,Yes,No,No,No,Yes,Month-to-month,89.15,1057.55,No,1057.55
Female,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.4,19.4,No,19.4
Female,1,Yes,Yes,48,No,No,Yes,No,No,No,No,One year,29.9,1388.75,No,1388.75
Male,0,No,No,20,Yes,No,No,No,No,Yes,No,Month-to-month,78.8,1641.3,No,1641.3
Female,1,Yes,No,16,Yes,No,No,No,No,No,Yes,Month-to-month,85.35,1375.15,Yes,1375.15
Female,0,No,No,2,Yes,No,No,No,No,Yes,No,Month-to-month,79.65,152.7,Yes,152.7
Female,0,No,No,10,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.3,185.2,No,185.2
Female,1,No,No,2,Yes,No,No,No,No,No,Yes,Month-to-month,79.6,195.05,Yes,195.05
Male,0,Yes,Yes,20,Yes,No,Yes,No,Yes,Yes,No,Month-to-month,96.8,1826.7,No,1826.7
Male,0,Yes,No,20,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.65,417.5,No,417.5
Male,0,Yes,Yes,19,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.8,344.5,No,344.5
Male,1,No,No,19,Yes,Yes,No,No,No,Yes,No,Month-to-month,90.6,1660,Yes,1660.0
Male,0,Yes,No,22,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,104.6,2180.55,No,2180.55
Female,0,No,No,35,Yes,No,No,No,Yes,No,No,Month-to-month,80.05,2835.9,No,2835.9
Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,45.15,45.15,No,45.15
Male,0,No,No,39,Yes,No,No,No,No,No,No,Month-to-month,73.15,2730.85,No,2730.85
Female,1,Yes,No,54,Yes,No,No,Yes,Yes,Yes,Yes,One year,99.1,5437.1,No,5437.1
Female,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.2,20.2,Yes,20.2
Male,0,Yes,No,66,Yes,Yes,No,Yes,No,Yes,Yes,Two year,106.05,6981.35,Yes,6981.35
Male,0,No,No,56,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,105.35,5794.45,No,5794.45
Male,0,No,Yes,18,Yes,No,No,No,No,No,No,Month-to-month,45.65,747.2,No,747.2
Female,0,Yes,Yes,16,Yes,No,Yes,No,No,No,No,Month-to-month,79.95,1267.95,No,1267.95
Female,0,No,No,68,Yes,Yes,No,Yes,No,No,No,One year,54.45,3674.95,No,3674.95
Female,1,Yes,No,53,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.1,1275.6,No,1275.6
Female,0,Yes,Yes,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,84.7,5893.9,No,5893.9
Male,0,No,No,9,Yes,No,No,No,No,No,No,Month-to-month,75.85,724.65,No,724.65
Female,0,No,No,30,Yes,Yes,No,No,No,No,No,Month-to-month,48.8,1536.75,No,1536.75
Female,0,No,No,36,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,99.15,3615.6,Yes,3615.6
Female,0,No,No,18,No,No,No,Yes,Yes,No,No,Month-to-month,35.2,607.3,No,607.3
Female,1,Yes,Yes,55,Yes,Yes,No,Yes,Yes,Yes,No,One year,76.25,4154.55,No,4154.55
Female,0,Yes,No,39,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,55.9,2184.35,Yes,2184.35
Male,0,No,No,21,Yes,No,Yes,No,No,No,No,Month-to-month,82.35,1852.85,Yes,1852.85
Male,0,No,No,2,No,No,Yes,Yes,Yes,No,No,Month-to-month,40.4,77.15,Yes,77.15
Male,1,No,No,33,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,24.9,847.8,No,847.8
Male,0,Yes,No,44,No,No,Yes,Yes,No,Yes,Yes,Two year,54.3,2390.45,No,2390.45
Female,0,Yes,Yes,30,Yes,Yes,No,No,Yes,No,Yes,Month-to-month,66.3,1923.5,No,1923.5
Female,0,Yes,No,71,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.9,1493.2,No,1493.2
Female,0,No,No,4,Yes,No,No,No,No,No,No,Month-to-month,75.35,338.1,Yes,338.1
Male,0,No,Yes,35,Yes,No,No,Yes,No,Yes,No,One year,85.15,3030.6,Yes,3030.6
Male,0,Yes,No,1,Yes,No,No,Yes,No,No,No,Month-to-month,75.35,75.35,No,75.35
Male,1,Yes,No,23,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,104.45,2184.85,No,2184.85
Female,0,No,Yes,22,No,No,No,Yes,No,Yes,Yes,One year,49.45,1031.4,No,1031.4
Female,0,No,Yes,49,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.45,921.3,No,921.3
Female,0,Yes,Yes,42,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,92.15,3875.4,No,3875.4
Female,0,Yes,Yes,33,Yes,No,No,Yes,No,Yes,Yes,One year,93.8,3124.5,Yes,3124.5
Female,0,Yes,Yes,7,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.85,144.15,No,144.15
Female,0,Yes,Yes,67,Yes,Yes,No,Yes,Yes,No,Yes,One year,100.25,6689,No,6689.0
Male,0,No,No,15,Yes,No,Yes,No,Yes,No,Yes,Month-to-month,95.7,1451.1,No,1451.1
Male,0,Yes,No,67,Yes,No,Yes,Yes,No,No,Yes,Two year,93.15,6368.2,No,6368.2
Male,0,Yes,Yes,53,Yes,Yes,Yes,No,Yes,Yes,No,Two year,69.7,3729.6,No,3729.6
Male,0,Yes,Yes,21,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.8,350.1,No,350.1
Female,0,Yes,Yes,40,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-month,71.35,2847.2,No,2847.2
Female,0,Yes,Yes,22,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.75,452.35,No,452.35
Male,0,No,No,39,No,No,No,No,Yes,No,Yes,Month-to-month,40.6,1494.5,No,1494.5
Male,0,No,No,45,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.4,930.45,Yes,930.45
Female,0,Yes,No,2,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.35,41.85,No,41.85
Female,0,Yes,Yes,57,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.75,1272.05,No,1272.05
Male,0,Yes,Yes,8,Yes,No,No,No,No,Yes,No,Month-to-month,54.4,475.1,No,475.1
Male,1,Yes,No,7,Yes,Yes,Yes,No,No,No,Yes,Month-to-month,94.7,673.1,Yes,673.1
Male,0,No,No,6,No,No,Yes,No,No,No,No,Month-to-month,30.5,208.7,Yes,208.7
Female,0,Yes,Yes,7,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.45,150.75,No,150.75
Male,0,No,No,49,Yes,No,No,No,Yes,Yes,No,Two year,66.15,3199,No,3199.0
Female,0,No,No,65,Yes,Yes,Yes,No,Yes,No,No,One year,89.85,5844.65,No,5844.65
Female,0,No,No,55,Yes,No,No,No,No,No,No,One year,45.05,2462.6,No,2462.6
Male,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,86.85,6263.8,No,6263.8
Male,0,No,No,35,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-month,96.75,3403.4,No,3403.4
Male,1,No,No,3,Yes,No,No,No,No,No,No,Month-to-month,77.0,237.75,Yes,237.75
Female,0,No,Yes,11,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.1,221.35,Yes,221.35
Female,0,No,No,1,Yes,No,No,Yes,No,No,No,Month-to-month,75.3,75.3,Yes,75.3
Male,0,No,No,17,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,106.65,1672.1,No,1672.1
Female,0,Yes,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,110.15,7881.2,No,7881.2
Female,0,Yes,Yes,28,Yes,Yes,No,No,No,No,Yes,One year,82.85,2320.8,No,2320.8
Female,0,Yes,No,18,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.1,370.5,No,370.5
Female,1,Yes,No,40,Yes,No,Yes,No,Yes,Yes,Yes,One year,99.2,4062.2,Yes,4062.2
Female,0,No,No,52,Yes,No,No,Yes,No,No,Yes,Month-to-month,59.45,3043.7,No,3043.7
Female,0,Yes,No,47,Yes,No,Yes,No,No,Yes,No,Month-to-month,58.6,2723.4,No,2723.4
Female,0,No,No,23,Yes,No,No,Yes,No,No,No,Month-to-month,49.7,1081.25,No,1081.25
Male,0,Yes,Yes,66,Yes,Yes,Yes,Yes,Yes,No,No,Two year,65.85,4097.05,No,4097.05
Female,0,No,No,8,Yes,No,No,No,No,No,No,Month-to-month,73.5,632.2,No,632.2
Male,1,No,No,47,Yes,Yes,No,No,No,No,Yes,Month-to-month,85.5,4042.3,Yes,4042.3
Female,0,No,No,7,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.05,164.85,Yes,164.85
Female,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,113.65,8166.8,No,8166.8
Female,1,No,No,50,Yes,Yes,Yes,No,No,No,No,Month-to-month,83.4,4113.7,No,4113.7
Male,0,Yes,No,46,Yes,Yes,Yes,Yes,Yes,No,No,Two year,65.65,3047.15,No,3047.15
Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,70.4,70.4,Yes,70.4
Female,0,No,No,66,No,Yes,No,Yes,Yes,Yes,Yes,Two year,61.35,4193.4,No,4193.4
Female,0,Yes,No,42,Yes,No,No,Yes,Yes,No,No,Month-to-month,85.9,3729.75,No,3729.75
Female,0,No,No,5,Yes,No,No,No,Yes,No,No,Month-to-month,75.65,399.45,No,399.45
Male,0,Yes,Yes,7,Yes,Yes,No,No,No,No,No,One year,49.75,331.3,Yes,331.3
Male,0,No,No,29,Yes,No,Yes,Yes,No,No,Yes,One year,70.9,1964.6,No,1964.6
Female,0,Yes,Yes,27,Yes,No,Yes,No,No,No,No,Month-to-month,49.85,1336.15,No,1336.15
Female,1,No,No,15,Yes,No,Yes,No,No,No,No,Month-to-month,75.3,1147.45,Yes,1147.45
Female,0,Yes,Yes,25,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.1,486.05,No,486.05
Female,0,Yes,No,11,Yes,No,No,No,No,Yes,Yes,Month-to-month,94.0,1078.9,Yes,1078.9
Male,0,Yes,No,57,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,103.05,5925.75,No,5925.75
Male,0,No,No,67,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,118.35,7804.15,Yes,7804.15
